"id","latitude","longitude","Label"
"BEN","32.0975","20.2708","Benghazi"
"NTG","32.0708","120.9756","Nantong                                 "
"TLV","32.0106","34.8772","Tel Aviv-Yafo Ben Gurion International"
"SVN","32.01","-81.1457","HUNTER AAF AIRPORT/SAVANNAH"
"QMJ","32.0022","49.2686","MASJED SOLEIMAN"
"NJF","31.99","44.4030","Al Najaf"
"ADJ","31.9727","35.9916","AMMAN MARKA INTL"
"ERH","31.9482","-4.4007","ERRACHIDIA MOULAY ALI CHERIF"
"MAF","31.9425","-102.2020","Midland Odessa Regional Apt             "
"CZX","31.9197","119.7786","Changzhou                               "
"OGX","31.9172","5.4128","Ouargla                                 "
"DSK","31.9094","70.8966","Dera Ismail Khan"
"AZD","31.9061","54.2764","Yazd"
"KMI","31.8771","131.4484","Miyazaki                                "
"KUU","31.8769","77.1554","Kullu"
"JRS","31.8647","35.2192","JERUSALEM"
"TOB","31.8613","23.9070","Tobruk                                  "
"BIF","31.8495","-106.3800","BIGGS AAF"
"ELP","31.8067","-106.3778","El Paso International Apt               "
"KOJ","31.8034","130.7194","Kagoshima"
"ESE","31.7947","-116.6008","ENSENADA"
"HFE","31.7833","117.3000","Hefei                                   "
"INK","31.7797","-103.2014","WINKLER CO"
"NKG","31.74","118.8600","Nanjing                                 "
"AMM","31.7226","35.9932","Amman Queen Alia International Apt"
"EBM","31.7167","9.2667","EL BORMA"
"ATQ","31.7044","74.8021","Amritsar"
"TUI","31.6927","38.7313","Turaif"
"HME","31.6739","6.1406","Hassi Messaoud"
"CBH","31.65","-2.2500","Bechar                                  "
"CNW","31.6378","-97.0740","WACO"
"CJS","31.6364","-106.4288","Ciudad Juarez                           "
"HEZ","31.6133","-91.2967","HARDY-ANDERS FLD/NATCHEZ-ADAMS"
"ACT","31.6113","-97.2305","Waco Municipal Apt"
"RAK","31.6086","-8.0408","Marrakech"
"FHU","31.5885","-110.3444","FORT HUACHUCA/SIERRA VISTA"
"ABY","31.5369","-84.1945","Albany Dougherty County Apt"
"LHE","31.5216","74.4046","Lahore"
"KDH","31.5136","65.8611","Kandahar"
"JIC","31.5","102.5000","Jinchang"
"WUX","31.4944","120.4294","Wuxi                                    "
"DUG","31.4727","-109.6021","DOUGLAS/BISBEE-DOUGLAS"
"PIB","31.4671","-89.3371","Laurel Hattiesburg-Laurel Regional Apt"
"MIG","31.4281","104.7411","Mianyang                                "
"OLS","31.4178","-110.8478","NOGALES INTL"
"URY","31.4121","37.2795","Gurayat                                 "
"ESU","31.3972","-9.6819","Essaouira                               "
"ESF","31.3947","-92.2958","ALEXANDRIA ESLER REGIONAL"
"LYP","31.3653","72.9955","Faisalabad                              "
"PZH","31.3583","69.4639","Zhob"
"SJT","31.3577","-100.4963","San Angelo Mathis Field"
"PPE","31.3519","-113.5257","  Punta Pe�asco"
"AWZ","31.3375","48.7603","Ahwaz"
"AEX","31.3274","-92.5486","Alexandria International Apt"
"MUH","31.3253","27.2217","MERSA-MATRUH"
"DHN","31.3213","-85.4497","Dothan"
"DAX","31.3","107.5000","Dazhou"
"BEV","31.2881","34.7231","BEER SHEBA-TEYMAN"
"PSD","31.2794","32.2400","PORT SAID"
"BQK","31.2588","-81.4665","Brunswick Glynco Jetport"
"AYS","31.2491","-82.3955","WAYCROSS WARE CO"
"GZA","31.2464","34.2761","GAZA INTL"
"LFK","31.2339","-95.7500","LUFKIN ANGELINA CO"
"NOG","31.2261","-110.9758","NOGALES"
"XNV","31.2083","35.0123","NEVATIM AB"
"SHA","31.2","121.3333","Shanghai Hongqiao International Apt"
"ALY","31.1817","29.9464","ALEXANDRIA INTL"
"MCB","31.1786","-90.4719","MCCOMB/PIKE CO/JOHN E LEWIS"
"SSI","31.1518","-81.3913","BRUNSWICK/MC KINNON"
"PVG","31.1417","121.7900","Shanghai Pudong International Apt       "
"ACZ","31.0983","61.5439","Zabol"
"SLV","31.0778","77.0728","SHIMLA"
"AAC","31.0733","33.8358","EL-ARISH"
"GRK","31.0672","-97.8289","Killeen Gray AAF"
"SRX","31.0617","16.5917","Sirte                                   "
"ZAJ","30.9692","61.8670","Zaranj"
"OZZ","30.9371","-6.9059","Ouarzazate                              "
"TLQ","30.9358","46.0901","ALI BASE"
"SFH","30.9314","-114.8089","SAN FELIPE"
"DBB","30.9245","28.4614","AL ALAMAIN"
"HBE","30.9181","29.6958","Alexandria Borg el Arab                 "
"RAE","30.9066","41.1383","Arar                                    "
"LUH","30.8526","75.9567","Ludhiana"
"WXN","30.8361","108.4056","Wanzhou"
"VLD","30.7825","-83.2767","Valdosta Regional Apt"
"CEW","30.7788","-86.5221","BOB SIKES"
"MIP","30.7761","34.6667","RAMON AFB"
"JUH","30.7403","117.6867","Chizhou"
"QYS","30.6969","51.5500","YASOUJ"
"MOB","30.6912","-88.2428","Mobile Municipal Apt                    "
"YES","30.68","50.5500","Yasouj"
"IXC","30.6667","76.7833","Chandigarh                              "
"BFM","30.6267","-88.0681","MOBILE DOWNTOWN"
"CLL","30.5885","-96.3637","College Station"
"AQG","30.5822","117.0503","Anqing"
"CTU","30.5783","103.9483","Chengdu"
"ELG","30.5689","2.8647","El Golea                                "
"MRX","30.5589","49.1506","Bandar Mahshahr                         "
"BPX","30.5536","97.1083","Qamdo/Changdu"
"BSR","30.5491","47.6621","Basrah                                  "
"BTR","30.5331","-91.1496","Baton Rouge Metropolitan Apt"
"JCT","30.5114","-99.7636","JUNCTION KIMBLE CO"
"JAX","30.4941","-81.6879","Jacksonville International Apt"
"VPS","30.4833","-86.5253","Valparaiso Fort Walton Beach Apt"
"PNS","30.4734","-87.1864","Pensacola Municipal Apt                 "
"BIX","30.4113","-88.9236","KEESLER AFB/BILOXI"
"GPT","30.4073","-89.0701","Gulfport/Biloxi"
"TLH","30.3965","-84.3503","Tallahassee"
"KUM","30.3856","130.6591","YAKUSHIMA"
"INE","30.3833","-9.5500","AGADIR/INEZGANE"
"HSA","30.3678","-89.4547","BAY ST LOUIS / STENNIS"
"ABD","30.3667","48.2333","Abadan"
"ECP","30.3582","-85.7956","Panama City NW Florida Beaches Intl     "
"NPA","30.3533","-87.3200","PENSACOLA NAS/F.SHERMAN FLD"
"GCH","30.3376","50.8280","Gachsaran                               "
"ENH","30.3203","109.4850","Enshi                                   "
"RJN","30.2975","56.0508","RAFSANJAN"
"KER","30.2744","56.9511","Kerman                                  "
"UET","30.2521","66.9387","Quetta                                  "
"HGH","30.2283","120.4317","Hangzhou"
"VQQ","30.2187","-81.8767","JACKSONVILLE CECIL FLD"
"CWF","30.2133","-93.1433","LAKE CHARLES CHENNAULT INTL"
"PFN","30.2121","-85.6828","PANAMA CITY/BAY COUNTY"
"LFT","30.2052","-91.9876","Lafayette Regional Apt"
"MUX","30.2032","71.4191","Multan                                  "
"DED","30.1872","78.1800","Dehra Dun                               "
"LTD","30.1517","9.7153","Ghadames                                "
"LCH","30.1261","-93.2234","Lake Charles"
"GTH","30.1167","30.9167","CAIRO WEST MIL"
"CAI","30.1114","31.4139","Cairo                                   "
"PAM","30.07","-85.5765","PANAMA CITY/TYNDALL AFB"
"KGT","30.05","102.0330","Kangding"
"NEW","30.0424","-90.0283","NEW ORLEANS/LAKEFRONT"
"ARA","30.0378","-91.8839","NEW IBERIA/ACADIANA RGNL"
"NTX","3.9087","108.3879","Natuna"
"PDA","3.8527","-67.9061","Puerto Inirida"
"OYK","3.8367","-51.8300","OIAPOQUE"
"YAO","3.8321","11.5216","YAOUNDE"
"BUN","3.8197","-76.9897","Buenaventura"
"KUA","3.7753","103.2081","Kuantan"
"SSG","3.7553","8.7087","Malabo"
"BBN","3.7339","115.4786","Bario"
"NSI","3.7172","11.5525","Yaounde Nsimalen Intl Apt"
"NAH","3.6832","125.5280","Tahuna"
"MES","3.5592","98.6711","Medan"
"CLO","3.5431","-76.3817","Cali"
"TRK","3.3267","117.5694","Tarakan                                 "
"LKH","3.3167","114.7833","Long Akah                               "
"GMA","3.2667","19.7667","Gemena"
"LBP","3.1833","115.4500","Long Banga                              "
"SZB","3.1311","101.5481","Kuala Lumpur Sultan Abdul Aziz Shah Apt "
"BTU","3.1241","113.0197","Bintulu"
"RUA","3.05","30.9167","Arua"
"MSY","29.9934","-90.2580","New Orleans Louis Armstrong Intl Apt    "
"IAH","29.9844","-95.3414","Houston George Bush Intercontinental Ap"
"IMK","29.9711","81.8189","  Simikot"
"DEA","29.9606","70.4853","Dera Ghazi Khan                         "
"UST","29.9593","-81.3397","St Augustine"
"BPT","29.9508","-94.0207","Beaumont Jefferson County Apt"
"VDA","29.9361","34.9411","Ovda                                    "
"HSN","29.9342","122.3622","Zhoushan"
"NBG","29.8253","-90.0350","NEW ORLEANS NAS JRB"
"NGB","29.8233","121.4633","Ningbo"
"AJF","29.7852","40.0996","Jouf                                    "
"TXN","29.7333","118.2558","Huangshan"
"AAF","29.7275","-85.0274","APALACHICOLA MUNI AIRPORT"
"CKG","29.7167","106.6400","Chongqing"
"GNV","29.69","-82.2719","Gainesville                             "
"HOU","29.6454","-95.2789","Houston Hobby Apt                       "
"RAH","29.6263","43.4907","Rafha                                   "
"LZY","29.62","94.3900","Nyingchi/Linzhi"
"AQJ","29.6116","35.0181","Aqaba                                   "
"EFD","29.6073","-95.1587","HOUSTON/ELLINGTON FIELD"
"TCP","29.5879","34.7782","TABA INTL"
"SBQ","29.5747","67.8431","SIBI"
"ETH","29.5594","34.9592","Eilat"
"SYJ","29.5511","55.6717","SIRJAN"
"SYZ","29.5403","52.5886","Shiraz"
"SAT","29.5337","-98.4698","San Antonio International Apt"
"RND","29.5297","-98.2787","RANDOLPH AFB"
"JIQ","29.5252","108.7552","Qianjiang"
"ZAH","29.4733","60.9033","Zahedan"
"SKF","29.3842","-98.5811","LACKLAND AFB (KELLY FLD ANNEX)"
"DRT","29.3742","-100.9272","DEL RIO INTL"
"DLF","29.3595","-100.7780","LAUGHLIN AFB/AIRPORT"
"HDO","29.3594","-99.1767","HONDO MUNI"
"RKZ","29.3517","89.3068","Xigaze/Rikaze"
"YIW","29.3447","120.0322","Yiwu"
"BHV","29.3444","71.7125","Bahawalpur"
"JDZ","29.3386","117.1758","Jingdezhen                              "
"DCY","29.3231","100.0533","Daocheng"
"LXA","29.2978","90.9119","Lhasa/Lasa"
"JUM","29.2742","82.1933","  Jumla"
"GLS","29.2653","-94.8604","GALVESTON INTL-SCHOLES FLD"
"KHK","29.2603","50.3239","KHARK ISLAND"
"TMX","29.2411","0.2836","TIMIMOUN"
"KWI","29.2266","47.9689","Kuwait"
"DAB","29.1798","-81.0581","Daytona Beach                           "
"HUQ","29.1101","15.9656","  Houn"
"DYG","29.1028","110.4433","Zhangjiajie"
"HMO","29.0958","-111.0479","Hermosillo                              "
"BXR","29.0842","58.4497","Bam                                     "
"PGH","29.0321","78.4725","PANTNAGAR/NAINITAL"
"GLN","29.0267","-10.0503","Guelmime"
"DOP","28.9857","82.8191","  Dolpa"
"JUZ","28.9658","118.8994","Quzhou                                  "
"BUZ","28.9494","50.8303","Bushehr                                 "
"ACE","28.9455","-13.6052","Lanzarote                               "
"CGD","28.9189","111.6403","Changde                                 "
"DBA","28.8792","64.4042","Dalbandin"
"VCT","28.8517","-96.9183","Victoria"
"JMO","28.7822","83.7225","  Jomsom"
"SFB","28.7776","-81.2375","Orlando Sanford International Airport"
"DHI","28.7533","80.5819","Dhangarhi                               "
"PSX","28.7275","-96.2510","PALACIOS MUNI"
"CUU","28.7023","-105.9630","Chihuahua                               "
"SKV","28.6853","34.0625","ST.CATHERINE"
"SUL","28.6451","69.1769","  Sui"
"PDS","28.6283","-100.5361","Piedras Negras"
"SPC","28.6265","-17.7556","Santa Cruz de la Palma"
"DEL","28.5687","77.1121","Delhi                                   "
"HYN","28.5622","121.4286","Taizhou"
"ORL","28.5455","-81.3329","ORLANDO/EXECUTIVE"
"TIX","28.5148","-80.7992","TITUSVILLE/SPACECOAST REGIONAL"
"TFN","28.4827","-16.3415","Tenerife Norte"
"XMR","28.4675","-80.5668","CAPE CANAVERAL/AFS"
"COT","28.4567","-99.2183","COTULLA LA SALLE CO"
"FUE","28.4527","-13.8638","Fuerteventura                           "
"TTA","28.4461","-11.1583","Tan Tan"
"ASJ","28.4308","129.7126","Amami                                   "
"MCO","28.4294","-81.3090","Orlando International Apt"
"RYK","28.3856","70.2798","Rahim Yar Khan"
"TUU","28.3731","36.6213","Tabuk"
"AQI","28.3352","46.1249","Qaisumah                                "
"KKX","28.3213","129.9281","KIKAI"
"ISM","28.2898","-81.4370","KISSIMMEE GATEWAY A/P ORLANDO"
"JAG","28.2842","68.4497","JACOBABAD"
"COF","28.2349","-80.6101","PATRICK AFB"
"ELT","28.2089","33.6456","EL TOR"
"MDY","28.2035","-177.3821","MIDWAY HENDERSON FIELD"
"PKR","28.1999","83.9815","Pokhara"
"HHA","28.1892","113.2196","  Changsha"
"CSX","28.1867","113.2217","Changsha                                "
"MLB","28.1027","-80.6295","Melbourne"
"KEP","28.1017","81.6662","Nepalganj"
"IXT","28.1","95.3833","PASIGHAT"
"IAM","28.0514","9.6428","In Amenas"
"TFS","28.0445","-16.5725","Tenerife Sur Apt"
"GMZ","28.0296","-17.2146","San Sebastian/Gomera"
"QGZ","28.0296","-17.2146","LA GOMERA"
"LAL","27.9889","-82.0186","LAKELAND LINDER REGIONAL"
"SSH","27.9786","34.3933","Sharm el-Sheikh"
"TPA","27.9755","-82.5332","Tampa International Apt"
"GYM","27.9693","-110.9178","GUAYMAS"
"LPA","27.9319","-15.3866","Gran Canaria                            "
"WNZ","27.9122","120.8519","Wenzhou                                 "
"PIE","27.9101","-82.6873","Tampa St Petersbrg-Clearwater Intl Apt  "
"KMC","27.9009","45.5282","KING KHALED MIL CITY"
"MCF","27.8493","-82.5212","MAC DILL AFB"
"AZR","27.8392","-0.1853","Adrar"
"TKN","27.8364","128.8813","TOKUNOSHIMA"
"KNR","27.8219","52.3522","JAM/JAM"
"VDE","27.8148","-17.8871","Valverde"
"YIC","27.8033","114.3081","Yichun (Jiangxi)"
"DIG","27.7936","99.6772","Deqen                                   "
"KDD","27.7926","66.6430","KHUZDAR"
"CRP","27.7704","-97.5012","Corpus Christi International Apt        "
"JYR","27.75","58.0000","Jiroft"
"ALI","27.7417","-98.0267","ALICE INTL"
"WUS","27.7008","117.9994","Wuyishan                                "
"TIN","27.7004","-8.1671","Tindouf"
"KTM","27.6973","85.3579","Kathmandu"
"NGP","27.6931","-97.2914","CORPUS CHRISTI NAS"
"LUA","27.6878","86.7314","  Lukla"
"BHR","27.6781","84.4294","Bharatpur                               "
"LRR","27.6731","54.3872","Lar                                     "
"VRB","27.6556","-80.4179","VERO BEACH MUNI"
"ZYI","27.59","106.9997","Zunyi"
"LRD","27.5437","-99.4615","Laredo"
"BWA","27.5073","83.4179","Bhairawa                                "
"PGU","27.4811","52.6000","Asaloyeh"
"NLD","27.4434","-99.5699","Nuevo Laredo"
"HAS","27.4398","41.6863","Hail                                    "
"OKE","27.4317","128.7056","OKIERABU"
"PBH","27.4031","89.4258","Paro                                    "
"SRQ","27.3954","-82.5543","Sarasota/Bradenton"
"LFM","27.3728","53.1889","Lamerd                                  "
"TPJ","27.35","84.6670","  Taplejung"
"MJD","27.3352","68.1431","Mohenjodaro"
"ZAT","27.3256","103.7550","Zhaotong"
"RUM","27.3035","86.5504","  Rumjatar"
"BFJ","27.3003","105.3014","Bijie"
"IXI","27.2906","94.0969","NORTH LAKHIMPUR/LILABARI"
"INZ","27.2536","2.5100","In Salah"
"LDN","27.2531","86.6700","  Lamidanda"
"BND","27.2186","56.3778","Bandar Abbas"
"HRG","27.1786","33.8008","Hurghada                                "
"KCF","27.1667","69.3167","Kadanwari"
"SIF","27.1595","84.9801","SIMARA"
"EUN","27.1517","-13.2192","Laayoune"
"AGR","27.15","77.9500","Agra"
"HJJ","27.11","109.0400","Huaihua                                 "
"ATZ","27.0464","31.0119","Asyut                                   "
"SEB","27.0097","14.4306","Sebha"
"LOV","26.9557","-101.4701","  Monclova"
"PJG","26.9509","64.1391","Panjgur"
"PGD","26.9196","-81.9906","Punta Gorda                             "
"JSA","26.8887","70.8650","  Jaisalmer"
"JAI","26.8239","75.8033","Jaipur                                  "
"LVP","26.8103","53.3561","LAVAN ISLAND"
"LKO","26.7617","80.8853","Lucknow                                 "
"ULH","26.7554","37.9138","Al Ula                                  "
"GSM","26.7519","55.8972","Gheshm Island                           "
"TCB","26.7453","-77.3913","Treasure Cay"
"GOP","26.7397","83.4497","Gorakhpur"
"JRH","26.7315","94.1755","  Jorhat"
"VVZ","26.7236","8.6178","ILLIZI/TAKHAMALT"
"IEJ","26.7226","127.7866","IEJIMA"
"JKR","26.7107","85.9245","Janakpur                                "
"TEZ","26.7091","92.7847","  Tezpur"
"LLF","26.7008","111.9575","Yongzhou"
"IXB","26.6833","88.3333","Bagdogra                                "
"WTD","26.6833","-78.9833","WEST END"
"PBI","26.6832","-80.0956","West Palm Beach International Apt"
"LJG","26.6792","100.2458","Lijiang"
"FMY","26.5867","-81.8633","FT MYERS PAGE FLD"
"BDP","26.5703","88.0758","Bhadrapur"
"QUB","26.5675","12.8231","Ubari"
"FPO","26.5587","-78.6956","Freeport                                "
"PZI","26.5423","101.7985","Panzhihua"
"KWE","26.5367","106.8033","Guiyang                                 "
"RSW","26.5362","-81.7552","Fort Myers SW Florida International Apt "
"BDH","26.5314","54.8275","Bandar Lengeh                           "
"KIH","26.5275","53.9792","Kish Island                             "
"MHH","26.5114","-77.0835","Marsh Harbour"
"SYW","26.4733","67.7172","SEHWAN SHARIF"
"DMM","26.4712","49.7979","Dammam"
"KNU","26.4403","80.3647","Kanpur"
"BCT","26.3784","-80.1076","BOCA RATON"
"UEO","26.3637","126.7137","Kume Jima                               "
"DNA","26.3557","127.7675","KADENA"
"COH","26.3303","89.4167","COOCH BEHAR"
"ELQ","26.3028","43.7741","Gassim"
"GWL","26.2933","78.2278","Gwalior"
"BAH","26.2708","50.6336","Bahrain                                 "
"JDH","26.2667","73.0500","Jodhpur"
"DHA","26.2643","50.1525","KING ABDULAZIZ AIR BASE DHARAN"
"AVA","26.2606","105.8731","Anshun                                  "
"HRL","26.2285","-97.6544","Harlingen                               "
"MFK","26.2243","120.0028","MATSU/BEIGAN"
"WNS","26.2194","68.3901","NAWABSHAH"
"EJH","26.1986","36.4761","Wedjh"
"FXE","26.1973","-80.1707","FORT LAUDERDALE EXECUTIVE"
"OKA","26.1958","127.6459","Okinawa Naha Apt"
"MFE","26.1758","-98.2386","McAllen                                 "
"LZN","26.1598","119.9585","Nangan"
"APF","26.1526","-81.7753","Naples"
"RUP","26.1397","89.9100","Rupsi                                   "
"MZU","26.1169","85.3150","MUZAFFARPUR"
"GAU","26.1044","91.5886","Guwahati                                "
"FLL","26.0727","-80.1527","Fort Lauderdale/Hollywood Intl Apt      "
"REX","26.0083","-98.2283","Reynosa"
"KHM","25.9883","95.6744","  Khamti"
"TUK","25.9864","63.0302","Turbat"
"LTO","25.9806","-111.3494","Loreto"
"FOC","25.9333","119.6617","Fuzhou                                  "
"SXI","25.9083","54.5417","Sirri Island"
"BRO","25.9068","-97.4259","Brownsville"
"OPF","25.9067","-80.2783","OPA LOCKA"
"NTR","25.8656","-100.2372","MONTERREY/AEROPORTE DEL NORTE"
"MMD","25.85","131.2583","MINAMI DAITO"
"KOW","25.8258","114.9119","Ganzhou"
"MIA","25.7933","-80.2906","Miami International Apt"
"MTY","25.7759","-100.1065","Monterrey Mariano Escobedo Intl         "
"MAM","25.7706","-97.5250","Matamoros                               "
"SPD","25.7604","88.9085","Saidpur"
"GHC","25.7383","-77.8401","  Bullock Harbour"
"SHL","25.7042","91.9780","Shillong"
"NSB","25.7","-76.2667","ALICE TOWN/SOUTH BEMINI"
"BIM","25.6999","-79.2647","Bimini"
"LMM","25.6861","-109.0812","Los Mochis                              "
"LCX","25.6758","116.7464","Longyan                                 "
"LXR","25.6708","32.7064","Luxor"
"DLU","25.6494","100.3194","Dali                                    "
"TMB","25.6478","-80.4328","MIAMI/KENDALL TAMIAMI EXEC ARP"
"RKT","25.6133","55.9389","RAS AL KHAIMAH INTL"
"PAT","25.5936","85.0919","Patna"
"TRC","25.5683","-103.4100","Torreon"
"RMF","25.5572","34.5836","Marsa Alam"
"SLW","25.5498","-100.9284","Saltillo"
"HST","25.4886","-80.3833","HOMESTEAD"
"ELH","25.4749","-76.6835","North Eleuthera"
"UVL","25.4736","30.5908","EL KHARGA"
"VNS","25.4514","82.8586","Varanasi"
"ZBR","25.4444","60.3836","Chah Bahar                              "
"IXD","25.44","81.7367","Allahabad"
"CCZ","25.4171","-77.8808","  Chub Cay"
"DAK","25.4117","29.0017","DAKHLA"
"MYT","25.3882","97.3567","Myitkyina"
"SHJ","25.3292","55.5161","Sharjah                                 "
"HDD","25.3","68.3833","HYDERABAD"
"ORW","25.3","64.5833","ORMARA"
"PSI","25.2903","63.3444","PASNI"
"HOF","25.2854","49.4853","Hofuf                                   "
"GHB","25.2847","-76.3310","Governors Harbour                       "
"DOH","25.2611","51.5651","Doha"
"DXB","25.2528","55.3644","Dubai International"
"XOZ","25.25","51.5000","Doha Free Zone"
"GWD","25.2333","62.3295","Gwadar"
"KWL","25.2167","110.0400","Guilin"
"KTU","25.1597","75.8489","KOTA"
"BSD","25.15","99.1500","Baoshan                                 "
"GHT","25.1369","10.1450","Ghat                                    "
"LLB","25.1333","107.9500","Libo"
"XJD","25.1323","51.3088","AL UDAID AIR BASE"
"FJR","25.1097","56.3306","Fujairah"
"TPE","25.0802","121.2322","Taipei Taiwan Taoyuan International Apt "
"TSA","25.0694","121.5517","Taipei Songshan"
"SAQ","25.0538","-78.0490","  San Andros"
"ACX","25.05","104.9833","Xingyi"
"TCZ","25.03","98.4800","Tengchong"
"RUH","24.9626","46.7080","Riyadh                                  "
"ZYL","24.9613","91.8716","Sylhet"
"IXS","24.9117","92.9800","Silchar"
"KHI","24.9014","67.1500","Karachi"
"RSD","24.8917","-76.1777","Rock Sound"
"DWC","24.8861","55.1722","Dubai Al Maktoum Intl                   "
"SHI","24.8272","125.1441","SHIMOJISHIMA"
"HJR","24.8194","79.9200","Khajuraho                               "
"HSZ","24.8167","120.9333","HSINCHU"
"JJN","24.7964","118.5897","Quanzhou                                "
"IWO","24.7911","141.3211","IWOJIMA"
"MMY","24.7833","125.2944","Miyako"
"CUL","24.7651","-107.4752","Culiacan                                "
"IMF","24.7636","93.9031","Imphal                                  "
"GAY","24.7481","84.9425","GAYA"
"MTH","24.7262","-81.0514","  Marathon"
"ASD","24.6983","-77.7956","  Andros Town"
"ATC","24.67","-75.7500","Arthur's Town"
"TRA","24.6539","124.6753","TARAMA"
"UDR","24.6176","73.8944","Udaipur"
"NQX","24.5817","-81.6928","KEY WEST NAS/BOCA CHICA"
"EYW","24.5562","-81.7595","Key West International Apt              "
"MED","24.5524","39.7056","Madinah                                 "
"XMN","24.5433","118.1250","Xiamen                                  "
"ZDY","24.5031","52.3358","Delma Island"
"DWD","24.5","44.4000","Dawadmi                                 "
"OGN","24.4656","122.9757","YONAGUNI"
"RJH","24.4387","88.6163","Rajshahi"
"AUH","24.4367","54.6508","Abu Dhabi International Apt"
"KNH","24.4319","118.3594","Kinmen                                  "
"AZI","24.4283","54.4581","Abu Dhabi Bateen Apt"
"LUM","24.4011","98.5317","Mangshi                                 "
"ZHM","24.3988","91.9169","SHAMSHERNAGAR"
"MXZ","24.35","116.1330","Meixian"
"ISG","24.3434","124.1850","New Ishigaki                            "
"XSB","24.3333","52.6000","Sir Bani Yas Island"
"IXH","24.3078","92.0094","KAILASHAHAR"
"TBI","24.3","-75.4500","The Bight"
"DJG","24.2931","9.4519","Djanet"
"RMQ","24.2647","120.6206","Taichung"
"AAN","24.2617","55.6092","Al Ain                                  "
"DHF","24.25","54.5500","AL DHAFRA"
"LZH","24.2075","109.3911","Liuzhou"
"AKF","24.1767","23.3150","Kufra"
"TZN","24.1586","-77.5892","  South Andros"
"IRD","24.1526","89.0494","Ishurdi"
"YNB","24.1442","38.0635","Yanbu al Bahr"
"IXQ","24.1317","91.8142","KAMALPUR"
"LAP","24.0727","-110.3625","La Paz                                  "
"ZSA","24.0631","-74.5237","San Salvador"
"IXN","24.0617","91.6075","KHOWAI"
"HUN","24.0233","121.6100","Hualien                                 "
"ASW","23.9644","32.8200","Aswan                                   "
"LNJ","23.9","100.0333","Lincang                                 "
"DAC","23.8433","90.3978","Dhaka"
"AJL","23.7333","92.8000","Aizawl"
"VIL","23.7217","-15.9333","Dakhla"
"AEB","23.72","106.9600","Baise"
"CVM","23.7025","-98.9558","Ciudad Victoria                         "
"RCY","23.6844","-74.8361","Rum Cay"
"MCT","23.5928","58.2817","Muscat"
"SML","23.5814","-75.2705","Stella Maris"
"MZG","23.5722","119.6222","Magong                                  "
"GGT","23.5626","-75.8780","George Town"
"CYI","23.4667","120.3833","CHIAYI/JIAYI"
"WUZ","23.4567","111.2481","Wuzhou                                  "
"SWA","23.4397","116.7697","Shantou"
"CLA","23.4377","91.1895","COMILLA"
"CAN","23.39","113.3067","Guangzhou"
"IXR","23.3143","85.3211","Ranchi"
"BHO","23.2869","77.3369","Bhopal"
"BHJ","23.2867","69.6700","Bhuj"
"KMV","23.1888","94.0511","  Kalemyo"
"JSR","23.1838","89.1609","Jessore"
"JLR","23.1833","80.0617","Jabalpur                                "
"MZT","23.1614","-106.2644","Mazatlan                                "
"SJD","23.1521","-109.7207","San Jose Cabo                           "
"IXY","23.1117","70.1014","KANDLA/GANDHIDHAM"
"MOE","23.0919","96.6531","MOMEIK"
"FUO","23.0833","113.0708","Foshan"
"AMD","23.0712","72.6264","Ahmedabad"
"VRA","23.0344","-81.4353","Juan G Gomez Intl                       "
"UPB","23.0333","-82.5792","Havana"
"HAV","22.9892","-82.4092","Havana                                  "
"LSH","22.9792","97.7537","LASHIO"
"TNN","22.9528","120.2036","Tainan                                  "
"ZCL","22.8974","-102.6858","Zacatecas"
"IXW","22.8167","86.1667","JAMSHEDPUR"
"TMR","22.8111","5.4508","Tamanrasset"
"BZL","22.7989","90.3012","Barisal"
"SYM","22.7933","100.9594","Simao"
"TTT","22.7567","121.0933","Taitung"
"OUZ","22.7564","-12.4836","Zouerate"
"CRI","22.7456","-74.1824","Crooked Island"
"IDR","22.7228","75.8064","Indore"
"PIF","22.6917","120.4583","PINGTUNG/NORTH AIRPORT"
"GNI","22.6744","121.4583","LYUDAO"
"FGD","22.6667","-12.7333","FDERIK"
"CCU","22.6531","88.4492","Kolkata"
"SZX","22.6383","113.8117","Shenzhen                                "
"BWW","22.62","-79.1400","Cayo las Brujas                         "
"NNG","22.6167","108.1833","Nanning                                 "
"GSQ","22.5833","28.7161","SHARK EL-OWINAT"
"HMB","22.5806","28.7207","Sohag"
"KHH","22.5769","120.3503","Kaohsiung"
"VDY","22.5333","72.9000","Vidyanagar"
"SNU","22.4922","-79.9436","Santa Clara"
"JGA","22.4667","70.1667","Jamnagar                                "
"CCC","22.4611","-78.3286","Cayo Coco                               "
"AXP","22.4418","-73.9709","Spring Point"
"MYG","22.3795","-73.0135","Mayaguana                               "
"ABS","22.3758","31.6117","Abu Simbel                              "
"BDQ","22.3294","73.2194","Vadodara"
"RAJ","22.3095","70.7794","Rajkot"
"HKG","22.3089","113.9146","Hong Kong International Apt             "
"TAM","22.2898","-97.8644","Tampico"
"RRK","22.2611","84.8097","ROURKELA"
"SLP","22.2543","-100.9308","San Luis Potosi                         "
"HHP","22.25","114.1833","H K Heliport"
"CFG","22.15","-80.4142","CIENFUEGOS JAIME GONZALES"
"MFM","22.1494","113.5914","Macau                                   "
"HCN","22.0411","120.7302","Hengchun"
"TSL","22.0383","-98.8065","  Tamuin"
